,dt,US1.AAPL,US1.AMZN,US1.BAC,US1.BRK.A,US1.DIS,US1.HD,US1.JNJ,US1.JPM,US1.MA,US1.MSFT,US1.NVDA,US1.PG,US1.UNH,US1.V,US1.XOM
1795,20170221,136.69,856.44,24.765,253690.0,109.98,144.87,119.63,91.0,110.15,64.46,111.07,91.66,160.49,87.89,81.88
1796,20170222,137.1,855.6,24.79,254340.0,110.13,145.25,119.49,91.0301,109.4,64.36,110.76,91.425,160.51,87.78,80.92
1797,20170223,136.53,852.19,24.58,254900.0,109.7,144.71,121.68,91.13,110.73,64.62,100.48,91.11,162.54,88.15,81.77
1798,20170224,136.64,845.23,24.22,255175.0,110.29,145.89,122.72,90.33,110.98,64.62,101.3925,91.03,163.03,88.4,81.06
1799,20170227,136.94,848.64,24.57,255800.0,110.24,145.26,122.4,90.44,110.58,64.22,104.41,90.88,165.37,88.02,81.55
1800,20170228,136.99,845.04,24.67,257420.0,110.08,144.94,122.24,90.62,110.46,63.98,101.48,91.06,165.42,87.95,81.32
1801,20170301,139.79,853.08,25.505,265810.0,111.02,146.69,123.86,93.6,112.31,64.93,102.78,91.66,167.93,88.94,83.01
1802,20170302,138.93,848.87,25.215,263725.0,110.55,147.88,123.6,92.1,111.34,64.0,99.0,90.91,167.25,88.51,83.3
1803,20170303,139.77,849.85,25.43,263160.0,111.2,147.77,123.77,92.77,111.76,64.23,98.43,90.49,168.18,88.77,82.46
1804,20170306,139.32,846.6,25.26,263120.0,110.67,147.16,123.73,91.93,111.37,64.27,97.66,90.38,168.71,88.97,82.82
1805,20170307,139.49,845.93,25.2,262860.0,110.83,146.0,123.82,91.3999,110.94,64.4,98.73,90.28,168.25,89.05,82.51
1806,20170308,139.01,850.54,25.265,262610.0,110.835,146.91,124.12,91.22,111.0,64.99,98.55,90.16,167.89,88.96,81.03
1807,20170309,138.68,853.0,25.355,262866.0,111.03,146.63,125.96,91.57,110.91,64.74,98.54,90.35,168.09,89.12,81.68
1808,20170310,139.15,852.2,25.32,262570.0,110.95,146.88,126.26,91.32,111.25,64.95,99.1,91.12,170.0,89.79,81.63
1809,20170313,139.19,854.5,25.31,263293.88,111.55,147.47,126.7,91.39,111.56,64.71,101.85,91.32,170.23,90.13,81.43
1810,20170314,138.98,852.11,25.33,262120.0,112.31,147.17,127.04,91.53,110.46,64.39,101.75,90.99,169.06,89.55,81.0
1811,20170315,140.45,852.85,25.17,261870.0,111.86,147.97,128.95,91.72,112.01,64.73,102.55,91.39,171.75,89.91,82.0
1812,20170316,140.69,853.37,25.2,260970.0,111.66,148.73,128.44,91.6,112.68,64.64,103.81,91.43,171.29,90.01,82.06
1813,20170317,139.91,852.31,24.85,259000.0,111.67,149.57,128.05,90.65,112.76,64.85,106.1,91.0,169.7,90.21,81.98
1814,20170320,141.49,856.98,24.45,258000.0,112.7247,147.83,128.01,90.07,112.4,64.93,109.45,91.24,168.02,89.2,82.0
1815,20170321,139.85,843.19,23.01,254280.0,111.76,146.57,127.26,87.38,110.7,64.21,105.91,91.18,167.7,88.09,81.82
1816,20170322,141.43,848.07,22.9427,253880.0,112.08,147.3599,126.25,87.55,111.43,65.05,108.07,90.97,167.03,88.515,81.77
1817,20170323,140.92,847.56,23.08,254700.0,112.26,148.01,125.89,87.4,111.6,64.87,107.1,90.77,165.335,88.91,81.85
1818,20170324,140.63,845.61,23.129,253040.0,112.17,147.77,125.53,87.28,112.04,64.99,107.47,90.58,165.12,89.2,81.26
1819,20170327,140.88,846.83,23.04,251180.0,112.37,146.89,125.79,87.25,111.95,65.1,108.24,90.5,164.6,88.92,81.24
1820,20170328,143.81,856.0,23.488,252710.0,113.08,147.19,125.65,88.6099,112.49,65.29,107.7,90.77,165.49,89.1,81.85
1821,20170329,144.16,874.32,23.35,249820.0,112.54,147.05,124.96,88.24,112.07,65.48,107.32,90.62,163.49,89.2,82.03
1822,20170330,143.92,876.35,23.88,251554.48,113.16,146.9475,124.65,89.04,112.65,65.71,109.41,90.2,164.96,89.0,83.68
1823,20170331,143.67,886.55,23.59,250610.0,113.37,146.81,124.52,87.845,112.48,65.87,108.93,89.85,164.02,88.88,82.0
1824,20170403,143.7,891.52,23.6,250490.0,113.24,146.65,124.74,87.54,112.34,65.55,108.38,89.69,165.6,89.38,82.08
1825,20170404,144.76,906.86,23.42,250550.0,113.02,146.35,124.64,87.32,112.08,65.73,100.78,89.89,164.99,88.8099,82.35
1826,20170405,144.02,909.33,23.16,248905.83,112.98,146.64,124.78,86.19,112.08,65.56,100.01,89.95,165.37,89.04,82.53
1827,20170406,143.67,898.28,23.28,250066.39,113.06,147.24,125.06,86.51,112.42,65.73,100.76,89.4,165.42,89.11,83.02
1828,20170407,143.34,894.88,23.16,249465.0,112.58,147.13,124.93,86.18,112.25,65.69,100.34,89.25,166.03,88.75,82.78
1829,20170410,143.16,907.04,23.0199,249970.0,112.43,148.17,124.32,85.88,112.32,65.53,97.77,89.48,165.455,88.85,83.12
1830,20170411,141.62,902.66,22.92,249000.0,113.08,148.23,124.24,85.73,112.1,65.5,98.12,89.8,165.82,88.84,82.85
1831,20170412,141.79,896.3,22.641,248400.0,113.02,146.48,125.35,85.34,111.48,65.22,97.29,90.28,165.5,88.6877,82.96
1832,20170413,141.07,884.67,22.34,245000.0,113.22,145.94,125.04,84.41,111.25,64.96,95.49,90.07,164.96,88.88,81.7
1833,20170417,141.83,902.02,22.8,246700.0,113.78,147.27,125.78,85.87,112.65,65.47,99.23,90.37,167.2,89.82,81.59
1834,20170418,141.22,903.76,22.71,245750.0,114.19,147.76,121.78,85.16,112.51,65.39,99.28,90.8,168.52,89.73,81.05
1835,20170419,140.66,899.03,22.73,244260.0,113.71,147.17,121.35,84.46,112.31,65.03,99.68,89.58,169.25,89.74,80.47
1836,20170420,142.44,902.06,23.08,247510.0,114.8,148.74,121.9,85.56,114.63,65.5,101.25,89.34,171.51,91.19,81.06
1837,20170421,142.27,898.53,22.725,245280.0,114.43,150.01,121.8,84.54,114.32,66.41,101.68,88.64,171.21,91.15,80.69
1838,20170424,143.63,907.35,23.63,248850.0,113.73,151.96,122.89,87.5,115.67,67.53,102.95,89.55,172.32,91.83,81.1
1839,20170425,144.53,907.63,23.985,251350.0,115.17,153.07,123.44,88.27,116.12,67.92,104.73,90.01,174.05,92.12,81.73
1840,20170426,143.66,909.28,23.87,251550.0,115.58,154.29,123.54,88.42,116.19,67.82,104.02,87.74,174.38,91.87,81.41
1841,20170427,143.79,919.0,23.66,249950.0,115.86,156.12,123.73,87.62,117.1,68.29,105.63,87.68,174.64,91.59,81.28
1842,20170428,143.64,925.0,23.34,247750.0,115.58,156.14,123.48,86.96,116.36,68.46,104.3,87.28,174.87,91.22,81.625
1843,20170501,146.56,948.43,23.63,248270.0,114.79,154.27,123.39,87.09,116.44,69.43,106.65,87.13,174.69,91.33,82.15
1844,20170502,147.47,946.94,23.52,249010.0,114.37,154.91,123.67,86.46,118.11,69.3,103.48,86.21,174.12,92.47,82.0
1845,20170503,147.06,941.02,23.77,250130.0,111.59,154.97,123.29,86.99,117.31,69.08,104.25,86.42,172.49,92.42,82.655
1846,20170504,146.54,937.53,23.83,249540.0,111.16,154.82,123.93,87.09,117.94,68.81,103.85,86.415,174.05,92.63,81.64
1847,20170505,148.96,934.15,23.735,249830.0,112.0,155.71,123.51,86.99,117.49,68.99,103.86,86.49,174.14,92.1,82.02
1848,20170508,153.01,949.02,23.95,247160.0,111.41,156.86,123.19,87.07,116.6,68.94,102.77,86.54,174.36,91.9,82.88
1849,20170509,153.98,952.8,23.97,245530.0,112.07,157.65,123.2,86.71,116.4,69.03,102.89,86.34,173.24,92.0,82.31
1850,20170510,153.26,948.95,24.14,245849.95,109.53,158.07,122.76,87.43,116.63,69.31,121.3,86.5,173.37,92.3008,81.88
1851,20170511,153.94,947.61,24.06,245310.0,109.6,156.2,123.19,87.14,116.56,68.46,126.43,86.18,173.32,92.13,82.62
1852,20170512,156.1,961.63,23.995,245500.0,109.68,156.87,123.62,86.91,117.0808,68.38,127.89,86.17,171.7,92.73,82.53
1853,20170515,155.68,958.3,24.06,245813.0,109.13,157.35,127.0,87.33,118.25,68.43,134.31,86.34,171.53,93.28,82.81
1854,20170516,155.47,966.08,24.0,245701.0,107.97,158.29,127.75,87.61,118.48,69.41,136.84,86.22,168.1,93.16,82.53
1855,20170517,150.2,944.89,22.59,243110.0,106.325,156.11,126.73,84.23,116.82,67.45,127.78,86.3,168.87,91.79,82.02
1856,20170518,152.51,958.55,22.75,243000.0,106.66,155.73,127.01,84.0,116.16,67.72,133.06,85.85,171.45,91.69,81.76
1857,20170519,153.05,960.0,23.05,244779.98,107.49,156.3,126.98,84.76,117.54,67.69,136.01,86.23,172.58,92.45,81.94
1858,20170522,153.96,970.68,23.05,247820.0,107.61,155.9599,127.23,84.69,118.91,68.45,138.9,86.19,174.71,93.35,82.26
1859,20170523,153.8,971.54,23.4,248110.0,107.07,154.89,127.535,85.77,119.64,68.69,137.02,86.08,175.22,93.89,82.6
1860,20170524,153.3,980.35,23.36,247440.0,107.74,155.0,127.48,85.7,120.65,68.77,138.57,86.48,175.59,94.83,82.29
1861,20170525,153.91,993.39,23.25,247940.0,107.26,156.45,127.5,85.34,121.94,69.62,138.26,86.84,178.02,95.04,81.75
1862,20170526,153.59,995.76,23.23,248540.0,108.37,154.9,126.91,85.34,121.58,69.96,141.83,87.21,177.49,94.65,81.53
1863,20170530,153.67,996.76,22.9,248140.0,108.36,153.83,127.13,83.88,121.58,70.41,144.87,87.4,176.53,94.69,81.11
1864,20170531,152.77,994.63,22.41,248335.0,107.92,153.54,128.25,82.15,122.88,69.87,144.35,88.07,175.15,95.22,80.51
1865,20170601,153.18,996.92,22.64,250280.0,108.19,155.15,128.68,83.07,123.36,70.12,144.35,88.12,179.5,95.38,80.7
1866,20170602,155.45,1006.78,22.43,249340.0,107.09,155.2,130.01,82.54,125.09,71.75,143.54,88.55,179.2,96.05,79.43
1867,20170605,153.93,1011.17,22.415,249820.0,106.51,154.81,130.37,82.79,125.93,72.28,148.01,88.73,179.3799,96.54,80.12
1868,20170606,154.45,1003.0,22.24,249430.0,105.51,154.18,130.85,82.97,125.24,72.52,147.35,88.78,180.81,95.84,81.22
1869,20170607,155.37,1010.08,22.6001,249632.0,105.89,154.96,130.77,83.88,125.18,72.39,149.12,88.79,183.3,96.08,80.91
1870,20170608,154.92,1010.39,22.98,250530.84,104.32,153.5,130.54,84.9536,124.72,71.93,159.94,87.84,181.65,96.08,80.62
1871,20170609,148.97,977.27,23.66,255180.0,105.62,152.95,131.55,86.96,122.99,70.32,149.59,88.14,181.36,94.57,82.1
1872,20170612,145.4,964.92,23.795,255900.0,107.05,152.18,131.82,86.99,120.79,69.78,149.97,88.26,179.26,93.46,82.935
1873,20170613,146.59,980.8,23.77,257200.0,106.56,153.94,132.03,87.27,122.29,70.65,151.39,88.04,181.12,95.1,82.96
1874,20170614,145.16,976.2,23.75,257100.0,106.14,156.765,132.77,87.0932,122.57,70.27,151.72,88.45,182.34,95.31,82.08
1875,20170615,144.3,964.0,23.55,255700.0,105.95,156.81,133.04,86.57,121.44,69.9,152.37,89.35,180.4,94.15,82.25
1876,20170616,142.25,987.61,23.44,255910.0,105.53,156.63,134.37,86.18,121.93,69.99,151.5,89.66,181.56,94.14,83.45
1877,20170619,146.34,995.13,23.905,257320.0,105.32,158.72,134.04,88.01,123.03,70.87,157.33,89.84,182.99,94.75,82.74
1878,20170620,145.01,992.58,23.49,255860.0,103.94,157.7,134.22,87.54,122.92,69.9,157.1,89.64,183.21,94.41,82.32
1879,20170621,145.87,1001.79,23.14,254430.0,104.83,156.59,134.93,87.14,123.1,70.27,159.47,89.43,184.98,94.57,81.46
1880,20170622,145.63,1001.39,22.945,252645.0,104.22,155.48,136.06,87.05,123.39,70.26,158.37,89.01,186.24,93.96,81.089
1881,20170623,146.29,1003.74,22.82,251045.0,104.435,151.31,136.4,86.84,124.03,71.23,153.84,89.42,185.18,95.575,81.595
1882,20170626,145.8,993.99,22.91,251260.0,105.55,151.43,136.37,87.26,123.51,70.52,152.14,89.35,185.07,95.22,81.24
1883,20170627,143.78,977.41,23.29,251310.0,105.44,152.28,135.04,88.08,122.77,69.21,146.6,88.63,184.47,94.95,81.13
1884,20170628,145.83,990.03,23.88,254660.0,106.81,153.07,133.8,89.81,124.65,69.8,151.75,88.36,185.68,96.23,81.53
1885,20170629,143.67,975.91,24.325,254040.0,105.68,152.13,132.65,91.16,121.51,68.5,146.71,87.0,185.1,94.41,80.65
1886,20170630,144.03,968.0,24.26,254350.0,106.25,153.41,132.32,91.41,121.45,68.94,144.57,87.15,185.39,93.8,80.72
1887,20170703,143.565,954.64,24.7085,257980.0,107.46,153.7,132.9,92.8,121.26,68.18,139.2,87.74,186.65,93.55,82.28
1888,20170705,144.09,971.2,24.94,257800.0,105.6,152.67,133.66,93.66,121.94,69.09,143.03,87.64,188.35,94.01,80.84
1889,20170706,142.72,965.14,24.71,255460.0,103.34,152.1,132.55,93.38,120.85,68.58,143.49,87.38,186.96,93.28,80.12
1890,20170707,144.17,978.66,24.83,256780.0,103.28,152.19,132.53,93.85,122.12,69.45,146.76,87.62,187.92,93.96,80.21
1891,20170710,145.09,996.33,24.9,255390.0,103.6,151.2,131.575,93.2,122.76,69.98,153.71,87.11,186.94,95.14,80.2
1892,20170711,145.55,994.1,24.6,256134.3,103.86,150.62,131.27,92.82,124.42,70.0,155.88,86.75,186.0,95.44,80.62
1893,20170712,145.77,1006.5,24.36,254500.0,104.38,152.65,132.25,92.54,125.32,71.15,162.54,86.96,186.75,96.235,81.0
1894,20170713,147.78,999.84,24.63,256007.0,104.24,153.28,131.91,93.2,125.59,71.77,160.63,86.73,185.54,95.92,81.015
1895,20170714,149.04,1001.9,24.225,256050.0,105.09,152.88,132.66,92.24,127.07,72.77,164.935,87.1,186.92,96.95,81.26
1896,20170717,149.6,1010.05,23.99,256773.84,104.79,153.95,132.09,91.35,127.42,73.35,164.26,87.56,186.64,96.83,80.865
1897,20170718,150.08,1024.3,23.9,256460.0,105.77,152.2,134.49,91.05,127.77,73.29,165.99,88.64,186.96,97.6,80.59
1898,20170719,151.02,1026.88,24.0454,257500.0,106.81,153.25,135.18,91.2,128.01,73.85,165.1,88.32,189.16,98.23,80.82
1899,20170720,150.35,1029.2,23.95,257644.0,107.41,146.99,136.68,91.24,128.62,74.25,167.51,88.63,191.67,98.47,80.88
1900,20170721,150.3,1024.93,23.795,257200.0,107.06,146.6,135.37,90.87,129.26,73.75,168.03,88.58,191.75,99.5798,80.13
1901,20170724,152.11,1038.48,23.93,257680.0,107.04,144.67,133.14,91.35,129.69,73.61,166.17,88.22,191.03,100.35,79.9
1902,20170725,152.75,1040.13,24.4822,259604.0,106.41,146.97,131.87,92.8,129.99,74.199,165.35,89.16,190.41,100.0,80.28
1903,20170726,153.5,1053.2,24.22,259580.0,106.92,146.65,130.93,91.93,131.07,74.05,167.21,89.24,190.71,100.86,80.39
1904,20170727,150.55,1044.98,24.12,259650.5,109.99,147.73,130.8,91.55,129.0,73.15,161.74,90.67,188.94,99.56,80.87
1905,20170728,149.49,1020.01,24.03,261200.0,109.96,148.05,131.84,91.27,127.9,73.03,164.4,90.2,191.08,99.18,79.6
1906,20170731,148.77,987.5,24.12,262795.0,109.94,149.66,132.72,91.81,127.88,72.72,162.51,90.82,191.74,99.57,80.04
1907,20170801,150.05,996.19,24.44,264500.0,110.61,149.83,132.55,92.995,129.46,72.55,164.4826,91.1,192.1,100.86,80.15
1908,20170802,157.15,995.32,24.58,266740.0,108.65,150.47,132.14,93.079,130.47,72.245,164.27,91.04,193.02,101.22,80.59
1909,20170803,155.51,987.1407,24.38,268430.2,109.07,150.8,133.35,92.46,129.87,72.14,166.48,90.885,194.75,100.64,80.46
1910,20170804,156.34,987.41,24.955,269696.0,107.64,152.69,133.11,93.68,129.8,72.66,167.163,90.69,194.87,100.89,80.17
1911,20170807,158.79,991.8,24.95,267060.0,106.34,153.36,132.84,94.02,130.33,72.4,172.32,91.43,194.78,101.47,80.16
1912,20170808,160.1,989.78,24.88,264730.0,106.98,153.36,132.26,93.67,129.84,72.78,170.28,91.57,194.89,101.26,79.96
1913,20170809,161.1,982.22,24.73,267225.0,102.78,155.3,133.28,93.51,129.73,72.45,172.1,91.86,194.77,100.94,80.2
1914,20170810,155.32,956.54,24.12,264730.0,101.34,153.98,133.11,92.19,127.68,71.42,164.76,91.76,192.65,99.51,78.98
1915,20170811,157.49,968.2,23.85,263300.0,102.0,154.88,133.11,91.45,128.56,72.51,155.85,91.34,193.125,100.11,78.24
1916,20170814,159.78,983.25,24.41,266110.0,101.37,154.25,133.41,92.45,130.99,73.59,168.45,91.62,193.66,101.83,78.222
1917,20170815,161.64,982.68,24.47,266690.0,101.52,150.16,133.4,92.74,131.6,73.23,166.96,92.23,194.53,102.635,78.08
1918,20170816,160.92,978.02,24.18,268150.0,102.22,152.27,134.16,92.11,132.42,73.66,165.13,92.48,193.77,103.34,77.47
1919,20170817,157.86,960.57,23.63,267075.0,101.39,149.69,133.07,90.66,130.95,72.41,161.47,92.09,192.74,102.21,76.28
1920,20170818,157.51,958.61,23.62,267376.0,100.69,147.46,132.63,90.76,131.16,72.5,161.58,92.47,190.82,102.52,76.64
1921,20170821,157.16,952.73,23.3701,268540.0,101.1703,149.2,133.43,90.61,131.95,72.14,159.14,92.87,192.01,103.22,76.36
1922,20170822,159.78,966.77,23.82,271020.0,102.78,149.92,134.68,91.57,133.83,73.15,162.5,92.79,194.73,104.07,76.75
1923,20170823,159.99,957.56,23.75,270410.0,101.5,149.11,132.78,91.68,133.09,72.73,165.78,92.44,194.2,103.16,76.61
1924,20170824,159.31,952.52,23.84,268580.0,101.53,148.25,132.86,91.5,132.96,72.7,165.2,92.25,194.76,103.22,76.32
1925,20170825,159.86,945.0,23.775,269910.0,102.439,149.7,131.73,91.9,132.75,72.83,163.81,92.54,194.37,103.43,76.74
1926,20170828,161.47,945.999,23.72,268300.0,102.57,151.39,131.67,91.6,133.87,72.83,164.96,92.44,195.101,103.76,76.45
1927,20170829,162.92,954.06,23.59,268020.0,102.6,149.83,132.23,91.09,133.84,73.06,164.7,92.33,196.78,103.72,76.43
1928,20170830,163.33,967.56,23.865,270420.0,102.87,150.0,131.01,91.3,133.91,74.0,165.65,91.86,195.83,103.81,76.0863
1929,20170831,163.97,980.66,23.89,271760.0,101.19,149.88,132.32,90.89,133.34,74.78,169.44,92.26,198.9,103.53,76.32
1930,20170901,164.04,978.27,24.1,271040.0,101.51,150.76,131.01,91.72,133.21,73.92,170.39,92.51,199.71,103.9,76.52
1931,20170905,162.08,965.24,23.3,265682.0,101.6,152.98,129.89,89.49,132.66,73.63,165.92,92.71,199.35,103.04,77.19
1932,20170906,161.92,967.95,23.4173,265260.0,101.5,156.575,130.77,90.12,132.91,73.4,165.8,92.72,198.35,103.16,78.84
1933,20170907,161.27,979.581,22.965,261010.0,97.01,157.94,132.24,88.52,136.72,74.36,166.59,92.94,198.28,104.61,79.02
1934,20170908,158.63,965.8,22.89,263426.63,97.1,159.67,131.06,88.42,137.27,74.0,163.68,92.88,197.82,104.44,78.8
1935,20170911,161.49,977.96,23.345,266870.0,97.1,158.35,133.23,89.7,141.99,74.74,168.93,93.97,199.56,106.1347,79.235
1936,20170912,160.85,982.57,23.98,267940.0,97.91,159.93,132.62,90.89,142.44,74.67,169.61,93.54,197.43,106.18,79.49
1937,20170913,159.62,999.6,24.32,268450.0,98.82,160.02,132.44,91.15,140.1,75.2,170.35,93.53,198.25,105.8,79.73
1938,20170914,158.27,992.2,24.25,268175.0,97.95,159.38,134.28,91.01,141.51,74.77,169.39,93.59,197.83,106.1,80.13
1939,20170915,159.88,986.95,24.38,270040.0,98.55,158.39,134.58,91.57,141.58,75.29,180.1,93.24,198.18,105.23,80.04
1940,20170918,158.64,973.56,24.7,272310.0,98.11,157.87,135.47,92.92,141.55,75.16,187.59,93.19,198.11,104.85,80.11
1941,20170919,158.72,969.19,24.87,274500.0,98.44,157.61,135.3,93.94,142.62,75.44,187.36,94.205,194.62,105.42,80.2
1942,20170920,156.05,973.1,25.055,275665.0,99.22,158.69,133.23,94.56,142.22,74.92,185.83,94.39,195.74,104.935,80.51
1943,20170921,153.41,964.82,25.175,274700.0,98.89,159.25,131.77,95.05,141.73,74.22,180.76,92.63,195.25,105.33,79.9
1944,20170922,151.76,954.63,25.01,273130.0,98.56,159.935,131.36,94.79,141.91,74.36,178.97,92.19,192.99,105.55,79.9
1945,20170925,150.56,939.77,24.756,273670.0,99.6,161.15,131.23,94.1,138.59,73.27,170.95,92.71,191.75,103.0,80.97
1946,20170926,153.22,938.59,24.81,272690.0,98.64,161.27,130.93,93.71,138.35,73.3,171.96,92.69,192.73,102.97,80.89
1947,20170927,154.2,950.88,25.42,274940.0,99.24,160.92,129.75,95.19,139.69,73.85,175.73,90.86,194.53,103.92,81.43
1948,20170928,153.26,956.4,25.44,274770.0,98.045,162.35,129.41,95.35,140.14,73.86,175.66,90.84,196.12,104.55,82.2
1949,20170929,154.0,960.49,25.33,274900.0,98.55,163.52,130.0,95.48,141.16,74.45,178.67,90.99,195.81,105.22,81.98
1950,20171002,153.81,958.79,25.62,278010.0,99.87,164.04,131.3,96.85,141.99,74.6,178.93,91.81,197.4,105.5,81.65
1951,20171003,154.47,957.06,25.86,278630.0,100.78,165.21,132.1549,97.38,143.0,74.27,179.36,92.14,198.67,105.61,81.73
1952,20171004,153.47,965.47,25.71,278670.0,100.51,165.24,132.89,96.36,142.12,74.68,180.83,92.42,200.46,105.3,81.78
1953,20171005,155.4,981.14,26.12,280360.0,100.12,166.12,133.21,97.09,143.76,75.97,180.72,92.06,197.88,106.23,82.07
1954,20171006,155.29,989.51,26.195,281000.0,100.03,165.823,133.14,96.9199,143.52,75.99,181.3,92.31,198.1,106.71,81.7
1955,20171009,155.82,990.99,25.86,281160.0,99.56,165.62,133.54,96.38,144.5,76.3,185.38,92.11,196.25,107.01,82.01
1956,20171010,155.9,987.2,25.941,281990.0,99.59,165.19,133.95,97.17,145.66,76.31,188.94,91.58,194.69,107.3392,82.26
1957,20171011,156.54,995.0,25.82,281110.0,98.52,165.21,136.67,96.75,146.83,76.41,190.93,91.44,195.27,108.435,82.63
1958,20171012,156.01,1001.07,25.44,279383.0,96.9,164.6,136.83,95.96,146.66,77.13,191.03,92.14,192.94,108.1,82.41
1959,20171013,157.01,1003.44,25.84,280850.0,97.43,164.6,136.52,95.88,147.41,77.5,194.59,93.09,192.6,108.7,82.43
1960,20171016,159.87,1006.34,26.245,281960.0,98.0989,164.18,136.02,97.84,146.17,77.66,197.91,93.12,193.18,108.28,82.8
1961,20171017,160.47,1008.99,26.2,281080.0,98.32,163.35,140.78,97.62,145.89,77.57,197.72,92.8,203.91,107.54,82.95
1962,20171018,159.77,996.99,26.4863,281640.0,98.25,163.47,140.68,97.99,146.2,77.64,197.54,92.78,205.23,107.8,82.76
1963,20171019,155.98,986.6,26.58,280715.0,99.02,163.24,142.06,98.14,145.0,77.92,197.79,91.63,203.41,107.05,82.75
1964,20171020,156.25,982.91,27.15,283352.5,99.4,163.37,142.38,99.505,145.38,78.8,196.86,88.22,207.48,107.6,83.1
1965,20171023,156.2,966.34,27.18,284198.0,98.76,164.77,143.66,99.36,145.58,78.85,196.62,87.29,207.05,107.56,83.27
1966,20171024,157.09,976.0,27.7,284490.0,98.28,166.05,141.66,100.93,145.77,78.86,198.67,87.0,208.15,108.4,83.49
1967,20171025,156.41,972.91,27.64,283200.0,97.78,166.1,142.381,101.04,146.26,78.64,193.64,86.83,207.59,109.49,83.17
1968,20171026,157.42,972.54,27.73,283155.0,98.56,167.66,141.79,101.73,146.6,78.75,195.59,87.49,209.16,109.82,83.45
1969,20171027,163.03,1100.99,27.79,282795.0,98.31,167.3,141.81,101.76,148.4903,83.82,201.75,87.03,212.61,109.71,83.66
1970,20171030,166.72,1110.85,27.59,281835.0,98.06,165.3,139.96,101.38,148.92,83.84,203.76,86.28,209.39,110.05,83.53
1971,20171031,169.05,1105.67,27.38,280420.0,97.8,165.78,139.41,100.6,148.73,83.18,206.75,86.33,210.2,109.97,83.36
1972,20171101,166.87,1103.5,27.53,280700.0,99.04,165.35,139.92,100.92,148.86,83.16,207.2,86.89,209.56,111.059,83.87
1973,20171102,168.07,1094.0,27.8699,283000.0,98.35,162.68,139.92,101.55,148.25,84.06,205.911,86.52,211.1,110.97,83.53
1974,20171103,172.48,1111.55,27.82,280710.0,98.61,164.41,140.08,101.41,149.28,84.13,208.68,86.59,212.86,111.34,83.19
1975,20171106,174.32,1120.46,27.75,280040.0,100.65,164.22,139.75,100.77,150.1,84.48,209.62,86.05,212.16,111.95,83.76
1976,20171107,174.79,1123.14,27.18,279360.97,101.6,163.67,139.74,98.72,149.95,84.26,212.01,86.97,212.69,112.07,83.57
1977,20171108,176.24,1132.86,26.78,276890.0,101.19,164.06,141.34,97.64,149.98,84.57,209.1,87.57,210.8,112.48,83.46
1978,20171109,175.87,1129.0,26.49,276810.0,102.75,163.24,140.36,97.62,149.28,84.09,205.1592,87.78,211.56,112.14,83.97
1979,20171110,174.66,1125.34,26.53,275660.0,104.79,164.12,139.6,97.52,149.55,83.86,216.14,88.18,211.15,111.89,82.97
1980,20171113,173.98,1129.21,26.4,276680.0,104.75,165.72,139.8,97.86,149.74,83.93,212.58,89.0,212.69,111.41,82.89
1981,20171114,171.34,1136.84,26.24,274810.0,103.16,168.05,139.49,97.26,149.98,84.05,214.18,88.87,211.66,111.95,82.24
1982,20171115,169.09,1127.09,26.8,272850.0,103.7,165.49,139.11,98.19,148.36,82.99,209.98,88.25,209.87,110.27,81.22
1983,20171116,171.1,1136.95,26.76,273120.0,103.6,167.49,138.85,98.5,150.34,83.19,211.59,89.25,211.17,111.02,80.55
1984,20171117,170.11,1129.87,26.61,271480.0,103.44,167.72,137.98,98.12,149.08,82.37,211.31,88.43,209.96,109.83,80.24
1985,20171120,169.99,1126.56,26.73,272445.0,102.74,170.46,137.95,99.02,149.59,82.54,214.03,88.27,210.35,109.95,80.55
1986,20171121,173.13,1139.58,26.76,275000.0,102.96,172.72,138.39,98.98,152.53,83.73,216.01,88.73,212.61,111.4235,80.89
1987,20171122,174.94,1156.16,26.65,274610.0,102.74,172.07,137.31,98.62,151.26,83.09,214.93,88.34,211.24,110.82,81.08
1988,20171124,174.85,1186.45,26.5551,274417.0,102.6,172.15,138.18,98.32,152.8,83.2507,216.94,88.2,212.51,111.9814,81.3201
1989,20171127,174.08,1195.62,26.6,276130.0,102.78,174.16,138.08,97.931,152.98,83.86,214.13,88.95,212.5,112.35,81.12
1990,20171128,173.0,1193.6,27.625,281265.0,103.46,176.61,140.04,101.37,154.17,84.88,210.71,89.41,216.22,113.35,81.68
1991,20171129,169.49,1161.21,28.27,284900.0,105.24,177.24,139.8,103.73,148.34,83.335,196.37,89.38,222.93,109.82,82.26
1992,20171130,171.75,1176.59,28.18,289941.0,104.83,179.8,139.33,104.53,150.29,84.09,200.6,89.99,228.15,111.31,83.27
1993,20171201,171.0,1161.83,28.095,291805.0,105.23,180.4,139.95,104.78,149.7,84.26,197.68,90.34,226.78,110.69,83.44
1994,20171204,169.76,1133.95,29.06,295750.0,110.23,184.86,138.99,106.94,143.4,81.07,186.6577,91.4,221.5,107.43,83.51
1995,20171205,169.65,1141.58,28.93,294240.0,107.11,182.83,139.67,105.71,145.14,81.59,187.7,91.385,220.13,108.59,82.89
1996,20171206,169.05,1152.94,28.645,294240.0,105.46,180.81,141.08,104.96,147.43,82.79,189.246,91.27,219.97,109.78,82.3
